WatReqID,PlanningUnitID,Rationale,WReq_FISH,WReq_VEG,WReq_WBIRD,WReq_OTHER,CompliancePoint/Node,Condition,StartWateringPeriod,EndWateringPeriod,FlowComponent,BPFlowComponent,FlowMagnitude,WateringFrequency,WateringDuration,WateringDepth/height_m AHD,MaxIntervalBtwnEvents,Additional requirements/Notes
Ra_0001360,PU_0000092,"Flow BF2: Native Fish: NF1, 2, 5, 6, 8, 9 - Recruitment (riverine specialists, generalists); Ecosystem Functions: EF1, 2, 3a",TRUE,FALSE,FALSE,TRUE,Wallaroi Creek US Worrongorra Weir (412046),Very dry,September,March,Base flow,Base flow,>10 ML/d,5–10 years in 10 (75% of years),22 days minimum in very dry years,,2 years,"These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001361,PU_0000092,"Flow SF1: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9 - Dispersal/condition (all species); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF1, 2, 3a, 5; Other species: OS4Flow SF1: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9 - Dispersal/condition (all species); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF1, 2, 3a, 5; Other species: OS4",TRUE,TRUE,FALSE,TRUE,Nerathong Creek @ Nerathong (412188),,October,April,Small fresh,Fresh,>30 ML/d,Annual (100% of years),10 days,,1 year,"Ideal flow timing: October to April (but can occur any time); These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001362,PU_0000092,"Flow SF1: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9 - Dispersal/condition (all species); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF1, 2, 3a, 5; Other species: OS4",TRUE,TRUE,FALSE,TRUE,Wallamundry Creek @ O/T Island Creek (412016),,October,April,Small fresh,Fresh,>70 ML/d,Annual (100% of years),10 days,,1 year,"Ideal flow timing: October to April (but can occur any time); These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001363,PU_0000092,"Flow SF1: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9 - Dispersal/condition (all species); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF1, 2, 3a, 5; Other species: OS4",TRUE,TRUE,FALSE,TRUE,Wallaroi Creek US Worrongorra Weir (412046),,October,April,Small fresh,Fresh,>30 ML/d,Annual (100% of years),10 days,,1 year,"Ideal flow timing: October to April (but can occur any time); These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001364,PU_0000092,"Flow SF2: Native Fish: NF1, 2, 5, 6, 8 - Spawning (river specialists, generalists); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF1, 2, 3a, 5; Other species: OS4",TRUE,TRUE,FALSE,TRUE,Nerathong Creek @ Nerathong (412188),,October,April,Small fresh,Fresh,>30 ML/d,5–10 years in 10 (75% of years),14 days,,2 years,"These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001365,PU_0000092,"Flow SF2: Native Fish: NF1, 2, 5, 6, 8 - Spawning (river specialists, generalists); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF1, 2, 3a, 5; Other species: OS4",TRUE,TRUE,FALSE,TRUE,Wallamundry Creek @ O/T Island Creek (412016),,October,April,Small fresh,Fresh,>70 ML/d,5–10 years in 10 (75% of years),14 days,,2 years,"These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001366,PU_0000092,"Flow SF2: Native Fish: NF1, 2, 5, 6, 8 - Spawning (river specialists, generalists); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF1, 2, 3a, 5; Other species: OS4",TRUE,TRUE,FALSE,TRUE,Wallaroi Creek US Worrongorra Weir (412046),,October,April,Small fresh,Fresh,>30 ML/d,5–10 years in 10 (75% of years),14 days,,2 years,"These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001367,PU_0000092,"Flow LF1: Native Fish: NF1, 2, 4, 5, 6, 8, 9 - dispersal/condition (all species); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF2, 3a, 4, 5, 6; Other Species - OS1, 2, 4",TRUE,TRUE,FALSE,TRUE,Wallaroi Creek US Worrongorra Weir (412046),,July,September,Large fresh,Fresh,>120 ML/d,5–10 years in 10 (75% of years),5 days,,2 years,"Ideal flow timing: July to September (but can occur any time); These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001368,PU_0000092,"Flow LF1: Native Fish: NF1, 2, 4, 5, 6, 8, 9 - dispersal/condition (all species); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF2, 3a, 4, 5, 6; Other Species - OS1, 2, 4",TRUE,TRUE,FALSE,TRUE,Wallamundry Creek @ O/T Island Creek (412016),,July,September,Large fresh,Fresh,>200 ML/d,5–10 years in 10 (75% of years),5 days,,2 years,"Ideal flow timing: July to September (but can occur any time); These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001369,PU_0000092,"Flow LF2: Native Fish: NF1, 4, 6, 9 - spawning (flow pulse specialist fish); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF2, 3a, 4, 5, 6; Other Species: OS1, 2",TRUE,TRUE,FALSE,TRUE,Wallaroi Creek US Worrongorra Weir (412046),,October,April,Large fresh,Fresh,>120 ML/d,3–5 years in 10 (40% of years),5 days,,4 years,"These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001370,PU_0000092,"Flow LF2: Native Fish: NF1, 4, 6, 9 - spawning (flow pulse specialist fish); Native Vegetation: NV1 - in-channel; Ecosystem Functions: EF2, 3a, 4, 5, 6; Other Species: OS1, 2",TRUE,TRUE,FALSE,TRUE,Wallamundry Creek @ O/T Island Creek (412016),,October,April,Large fresh,Fresh,>200 ML/d,3–5 years in 10 (40% of years),5 days,,4 years,"These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001371,PU_0000092,"Flow BK1: Native Vegetation: NV1, 2, 3 - in-channel & fringing, wetland; Ecosystem Functions: EF1, 2, 3, 4, 5, 6 - channel maintenance, lateral/longitudinal connectivity; Other Species – OS4",FALSE,TRUE,FALSE,TRUE,Nerathong Creek @ Nerathong (412188),,August,February,Bank full,Bank-full,80-100 ML/d,5 years in 10 (50% of years),N/A,,N/A,"Ideal flow timing: August to February (but can occur any time); These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001372,PU_0000092,"Flow BK1: Native Vegetation: NV1, 2, 3 - in-channel & fringing, wetland; Ecosystem Functions: EF1, 2, 3, 4, 5, 6 - channel maintenance, lateral/longitudinal connectivity; Other Species – OS4",FALSE,TRUE,FALSE,TRUE,Wallaroi Creek US Worrongorra Weir (412046),,August,February,Bank full,Bank-full,200-250 ML/d,5 years in 10 (50% of years),7 days,,N/A,"Ideal flow timing: August to February (but can occur any time); These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001373,PU_0000092,"Flow BK1: Native Vegetation: NV1, 2, 3 - in-channel & fringing, wetland; Ecosystem Functions: EF1, 2, 3, 4, 5, 6 - channel maintenance, lateral/longitudinal connectivity; Other Species – OS4",FALSE,TRUE,FALSE,TRUE,Wallamundry Creek @ O/T Island Creek (412016),,August,February,Bank full,Bank-full,300-350 ML/d,5 years in 10 (50% of years),9 days,,N/A,"Ideal flow timing: August to February (but can occur any time); These EWRs can be met or enhanced with the current volumes of HEW under current constraints or with PEW under the current WSP rules. Current volumes of HEW may not be sufficient to provide flows for the entire duration of these EWRs. River operations, irrigation deliveries, and natural flows from tributaries are also needed to contribute to these EWRs. Can only occur as a component of other environmental flows in the Lachlan River (SF1-3 in Lachlan River Forbes to Condo)."
Ra_0001374,PU_0000092,"Flow OB2: Native Fish: NF1, 3, 7 - Spawning (floodplain specialist fish); Native Vegetation: NV4a, 4b, 4c - RRG maintenance; black box/lignum condition; Waterbirds: WB1, 2, 3, 5 - survival, habitat and potential breeding (non-colonial); Ecosystem Functions: EF2, 3, 4, 5, 6 - connectivity, productivity; Other Species: OS1, 2",TRUE,TRUE,TRUE,TRUE,Lachlan River @ Forbes (412004),,October,April,Small overbank,Over-bank flows,">13,900 ML/d",4–7 years in 10 (55% of years),"10 days, 2–6 months of habitat inundation",,3 years,Ideal flow timing: October to April (but can occur any time); These EWRs cannot be met with the current volumes of HEW under current conditions or with discretionary PEW or Translucent releases under current WSP rules. Natural flows must be protected to meet these EWRs.
Ra_0001375,PU_0000092,"Flow OB3: Native Fish: NF1, 2, 3, 4, 5, 6, 7, 8, 9 - dispersal & condition (all species); Native Vegetation: NV4a - RRG woodland condition; Waterbirds: WB5 - habitat; Ecosystem Functions: EF2, 3, 5, 7 - lateral connectivity, productivity; Other Species: OS1, 2",TRUE,TRUE,TRUE,TRUE,Lachlan River @ Forbes (412004),,August,February,Small overbank,Over-bank flows,">21,600 ML/d",3–5 years in 10 (40% of years),"5 days, 2-3 months of habitat inundation",,4 years,Ideal flow timing: August to February (but can occur any time); These EWRs cannot be met with the current volumes of HEW under current conditions or with discretionary PEW or Translucent releases under current WSP rules. Natural flows must be protected to meet these EWRs.
